Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,experiment_group,Experiment,Instrument,Library Name,library_strategy,LibraryLayout,LibrarySelection,LibrarySource,mouse_id_number,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,source_name,SRA Study,strain,tissue,treatment
SRR23914573,RNA-Seq,300,4180694400,PRJNA946653,SAMN33827174,1529625211,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725833,Illumina NovaSeq 6000,GSM7105325,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,67,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:26:00Z,1,GSM7105325,female,Cerebellum,SRP428176,C57BL/6JN,Cerebellum,aDR
SRR23914574,RNA-Seq,300,7436798100,PRJNA946653,SAMN33827175,2671848010,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725832,Illumina NovaSeq 6000,GSM7105324,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,66,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T12:12:00Z,1,GSM7105324,female,Cerebellum,SRP428176,C57BL/6JN,Cerebellum,AL
SRR23914575,RNA-Seq,300,8558069100,PRJNA946653,SAMN33827176,3080225528,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725831,Illumina NovaSeq 6000,GSM7105323,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,65,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:31:00Z,1,GSM7105323,female,Cerebellum,SRP428176,C57BL/6JN,Cerebellum,aDR
SRR23914576,RNA-Seq,300,4340671800,PRJNA946653,SAMN33827177,1620449214,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725830,Illumina NovaSeq 6000,GSM7105322,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,64,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:25:00Z,1,GSM7105322,female,Cerebellum,SRP428176,C57BL/6JN,Cerebellum,aDR
SRR23914577,RNA-Seq,300,8728188600,PRJNA946653,SAMN33827178,3225523238,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725829,Illumina NovaSeq 6000,GSM7105321,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,63,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:29:00Z,1,GSM7105321,female,Cerebellum,SRP428176,C57BL/6JN,Cerebellum,AL
SRR23914578,RNA-Seq,300,3585678600,PRJNA946653,SAMN33827179,1308574421,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725828,Illumina NovaSeq 6000,GSM7105320,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,62,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:25:00Z,1,GSM7105320,female,Cerebellum,SRP428176,C57BL/6JN,Cerebellum,aDR
SRR23914579,RNA-Seq,300,4799029800,PRJNA946653,SAMN33827180,1736788064,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725827,Illumina NovaSeq 6000,GSM7105319,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,61,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:25:00Z,1,GSM7105319,female,Cerebellum,SRP428176,C57BL/6JN,Cerebellum,aDR
SRR23914580,RNA-Seq,300,11668295700,PRJNA946653,SAMN33827181,4233578344,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725826,Illumina NovaSeq 6000,GSM7105318,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,69,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:40:00Z,1,GSM7105318,female,Corpus callosum,SRP428176,C57BL/6JN,Corpus callosum,AL
SRR23914581,RNA-Seq,300,10111192800,PRJNA946653,SAMN33827182,3699122987,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725825,Illumina NovaSeq 6000,GSM7105317,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,67,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:39:00Z,1,GSM7105317,female,Corpus callosum,SRP428176,C57BL/6JN,Corpus callosum,aDR
SRR23914582,RNA-Seq,300,3729996300,PRJNA946653,SAMN33827183,1376397193,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725824,Illumina NovaSeq 6000,GSM7105316,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,66,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:23:00Z,1,GSM7105316,female,Corpus callosum,SRP428176,C57BL/6JN,Corpus callosum,AL
SRR23914583,RNA-Seq,300,5804901600,PRJNA946653,SAMN33827184,2122878580,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725823,Illumina NovaSeq 6000,GSM7105315,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,65,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:27:00Z,1,GSM7105315,female,Corpus callosum,SRP428176,C57BL/6JN,Corpus callosum,aDR
SRR23914584,RNA-Seq,300,2326687800,PRJNA946653,SAMN33827185,860292415,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725822,Illumina NovaSeq 6000,GSM7105314,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,63,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:21:00Z,1,GSM7105314,female,Corpus callosum,SRP428176,C57BL/6JN,Corpus callosum,AL
SRR23914585,RNA-Seq,300,4827613200,PRJNA946653,SAMN33827186,1829548913,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725821,Illumina NovaSeq 6000,GSM7105313,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,62,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:27:00Z,1,GSM7105313,female,Corpus callosum,SRP428176,C57BL/6JN,Corpus callosum,aDR
SRR23914586,RNA-Seq,300,5197778100,PRJNA946653,SAMN33827187,1928173267,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725820,Illumina NovaSeq 6000,GSM7105312,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,61,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:29:00Z,1,GSM7105312,female,Corpus callosum,SRP428176,C57BL/6JN,Corpus callosum,aDR
